index,text,emotions
385175,i dont actually think i could read the books without feeling disturbed and a lot more uncomfortable,sadness
399058,i feel tortured every moment and theres nowhere i can go to get away from it or to get back to what i was used to,fear
370921,i feel it goes either way but am uncertain of its actual meaning,fear
401731,i was afraid when my dog ran out through a crack in the fence when a train was coming,fear
385914,i feel horrible that i have to give it up for adoption but im really trying not to think about it,sadness
353929,i have a feeling thanks to talking to clever financial people i meet now and again that it ll be the former,joy
381010,i just feel so mellow,joy
389290,i org comm in this camp n they feel insulted and pissed wif wat the head gms said abt committment level betw gms n facis n others,anger
380831,i read a quote the other day that said when you feel as though your very foundation is being shaken and you call upon god you may find that it is god who is shaking your foundation,fear
396085,i feel so guilty not giving her my umbrella,sadness
358030,i would sit in the library trying to revise trying not to feel all the messy chaotic emotions and to focus,sadness
396416,i need to remember what this time is for when i feel frustrated living in such a remote place,anger
355856,i guess im feeling mellow,joy
378319,i still only have a vague idea what i will do in the next year but i do feel positive and happy about the future and it will involve my new studio and in the short term i plan my own personal blog week telling you all about all the lovely things i have created to go in there,joy
357913,i have to tell you that people especially during the dating stages do seem to play games a lot of this is simply that people develop feelings for one another while still being uncertain if a particular person is the one and it happens among both women and men regardless of their sexual orientation,fear
413378,i feel like these women just get more and more fake,sadness
361467,i started to feel as if i had rushed into my decision canady told philahoops,anger
392893,i would definitely be taking altitude sickness pills but so far i only took one on our first day in arequipa because i was feeling miserable but i think that was mostly because we spent the night in the airport and i was a little dehydrated,sadness
353941,i know i should invite people into my heart but the fear of feeling vulnerable and being rejected is far too great a risk for me,fear
400239,i feel stink now and feel like i should be supporting mum more than i have been lately,love
397436,i feel aching and bereft,sadness
363499,i feel so blessed to be apart of it,joy
397897,i feel like we have always had a special relationship,joy
401830,ill also admit im starting to really feel that we are being punished for making a bad decision to get a new job,sadness
373289,i dont think id mention it as a reason to get a rose off freecycle but i cant understand her pain so now i feel all bitchy and judgemental,anger
356537,i have been uber blessed throughout my life and if i focus on what jesus has done for me i realize that these feelings are petty minute details compared to the grandeur of christ,anger
351323,i did feel terribly deprived at times the last go around,sadness
415347,i feel discouraged because i do love and adore him i do certainly not want to embarrass my master,sadness
379652,i feel lucky really,joy
407293,i just love that feeling when a book im curious but wary of turns out to be a fan freaking tastic good read,surprise
351825,i look in the mirror i dont see the pretty person every one tells me i am and like i told debbie when i get dressed up more so now because i have put weight on due to meds and not being as active i feel like a sack of spuds and to me i look so ugly,sadness
362441,i find myself feeling lethargic depressed and like all i want to do is crawl under the covers and sleep,sadness
384175,i love the thickness of these body butters and on a sunday night i like to slather a thick layer of one on before covering up with cotton socks and my feet are left feeling gorgeous on monday morning,joy
388462,i remember at the time feeling like problems and quarrels were so petty in contrast to life,anger
351843,i know in my heart this is where my soul lies it lies with animals and in that it lies with orca as without them i would never have viewed animals as individual beings sentient and graceful and every bit as capable of feeling and loving and losing as we are,love
393253,i didnt like the way it made my hair feel and i hated the fact that it didnt spray evenly,anger
358668,i trust that in moments of feeling fine even moments of joy that my grief may sometimes come slam me in the face,joy
381303,i find out about it later i don t feel left out or suspicious,fear
394126,i actually feel hopeful for the future if anything,joy
384578,i feel the need to go and watch a really violent movie or something to get it out of my system,anger
398952,i must have been feeling mellow,joy
365775,i always feel better after practice and it is always more than marginally,joy
385357,i guess feeling sorry for myself,sadness
368592,i feel guilty that he had to drop everything just to take care of me,sadness
371329,i am feeling very blessed at what i get to do and,love
406370,i started to feel a bit impatient when she was asking me about the cost of goods that i didnt make or carry,anger
376890,i feel so grumpy with my alarm telling me what i dont want to know what time it is and that the time involves getting up,anger
364184,i have alotta life going on and i keep mumbling to myself keep swimming keep swimming and i feel all sorts of giggly when i do say it,joy
390102,im feelin onew time is precious so please spend it wisely,joy
365011,i started to feel a little intimidated after several days of posting and few people reading my blog,fear
361057,i feeling soo agitated,anger
382216,i would be telling everyone exactly what i think of them but only nice things that i think feel i usually say how i feel but i don t gush about the wonderful people in my life because they d think i was a weirdo freak,joy
361068,i didnt feel a thing but the girls sure did,joy
414725,i feel humiliated because some of the people i have talked to seem to think that what happened last night demands no response which suggests the worthlessness of my suffering and my cause,sadness
382473,i feel so artistic i feel like one of those people who take photos of their every meal,joy
373223,i feel terrific when i have less clutter around,joy
395721,im feeling horribly bouncy,joy
374523,im an introvert and that kind of stuff can be intimidating to me especially when i feel like everyone else knows each other and were going to be the weird old people in the room,fear
356269,i feel is strange rel bookmark november a href http eagleandhammer,fear
384668,i thought about times that as a stay at home mom that i didnt feel valued or important for what i did too,joy
350274,after getting a fail notice for a math class,fear
358937,im feeling benevolent ill give anemone mo ne three out of five apples,joy
382454,i duno why i said that i just feel like tortured,anger
379921,i feel ungrateful for being sad when i have such friends and something new ahead of me but this truly is my way right now,sadness
415457,i was feeling really crappy on day of the diet ive been okay,sadness
374756,i knew he was feeling a tad dull when they decided not to head up for the winter,sadness
369923,i feel dirty pli rel nofollow title blog this on blogger a class external href http www,sadness
402622,i feel fabulous again,joy
388337,i feel so stressed out over the little things that use to not bother me but then again everything is causing me to be stressed and feel the anxiety overwhelming with work and bills and everyone,anger
368238,im also feeling gracious and i want to bless you with a few more old tried and true family recipes,love
358043,i can be all he created me to be and i feel valued and loved because he has allowed breath in my lungs for another day,joy
416386,i had zero privacy and everything in my life was available for scrutiny and discussion which sucks and generally only made me feel incredibly isolated,sadness
354616,i feel brave enough to get outside of my comfort zone i act right then,joy
382590,i feel awful and have this big lump on the side of my neck,sadness
368254,ive been considering just stopping playing it though that feels like giving up and im quite stubborn,anger
386141,i know you can feel that dont be scared,fear
402206,i feel into this divine union with him i am finding more and more parts of my soul that have been inaccessible to me,joy
413399,i feel like this book cover show the many themes to this book there is suffering loss and death,sadness
365434,i exert power over other people i feel invigorated,joy
407415,i won t detail here i will now admit that i failed him as well and i feel horrible,sadness
384713,if a close relatives life is in danger,fear
364927,im still just not feeling all that sociable here,joy
415383,i still have feelings for this person what they did is just hateful and cold its just they left me feeling like im not good enough for anyone else and that their was always someone better and i was just too blind to see and it all becomes painfully visible at the end,anger
387287,i feel so disappointed with myself but i need to learn from today,sadness
355771,i listen to forever love i would feel rather regretful,sadness
404230,i have a number of projects which demand my attention and make me feel productive,joy
358756,im not in any sleep debt right now because ever since sunday ive woken up before the alarm feeling just fine,joy
359170,im pouring out my heart here sometimes after i post i feel embarrassed for being so vulnerable publicly,sadness
360596,i am standing there looking stupid and really feeling like a dumb ass,sadness
373030,im feeling particularly burdened with the gravity of being so connected all the time desiring the refreshing feeling of dropping it like its hot,sadness
410394,i was still feeling apprehensive about sunday,fear
370630,i feel that there is nothing more valuable to him than to learn about emotions from an early age,joy
412194,i loathe the word and feel that it instantly renders a character idiotic,sadness
394503,im feeling very vain ill make a blog about me,sadness
385952,i feel the most shitty est person in the whole world,sadness
401146,i feel a little suspicious because the price not only was raised but it appears that this isnt a service through the company and hence it goes into his pocket,fear
396299,i was most of the way up that hill i was remembering vividly how much it had sucked last year how sad id been about the fact that i had to run it again k does two laps of the k course and feeling soooooo glad i was running the k instead this year,joy
399606,i don t like feeling paranoid feeling unloved unwanted unimportant but i do,fear
379407,i feel a little isolated sometimes,sadness
389469,im not feeling so virtuous for using muscovado sugar when i should have been substituting powdered stevia i have been working on trying to change my attitude towards fruit,joy
407681,i feel terrific six times with a ton of enthusiasm that his mental state begins to go from crummy to the cream of the crop,joy
403286,i am told that the holy spirit makes the heart joyful so that it does not feel death yet i am frightened at it consequently i see plainly he is not in me,fear
405927,i feel tremendously annoyed,anger
381665,i clung to this character so much throughout this book i started feeling like the needy possessive protagonist myself,sadness
405419,i felt like this one needed some more love and i feel like i was successful in achieving that goal,joy
403267,im totally hooked on that song and feeling rather rebellious,anger
359684,i recommend this if you re feeling stressed or cynical it seems to reconnect you with everything,sadness
383355,i no longer resemble a frail delicate flower and i feel my fatness makes me less of a sympathetic case,love
367644,i had a hard time i was feeling stressed because i woke up later yesterday so i thought i might sleep through for mass today,sadness
416650,i do not feel like pregnancy is an excuse for free reign to eat whatever you want,joy
413568,i mean i was hoping that the earth would just swallow me up so that i didnt have to feel the terrible emotions i was feeling over something that affected me deeply,sadness
378108,i can feel that i was less inhibited to speak to him,sadness
373717,i awoke yesterday morning feeling melancholy,sadness
366400,i got an admission to study medicine in london my visa is ready too i dont trust my fiance to keep faithful while i am away cos i have always had this feeling that he is not faithful now,love
363427,i feel most contented and at ease,joy
368286,i want to feel that i am a useful person to hire and that i can find some kind of employment that does not make me miserable,joy
359713,i dont think i could go back to regular tv and feel entertained,joy
379051,i feel weird in my own skin meeting folks where i can in such matters,fear
402253,i cant help but feel slightly emotional as i know a near certain world champion co driver has now left us,sadness
382232,i get a little twitchy when i feel like someone is depending on me and i have to have a flawless job done in the end,joy
398486,i sat down tonight i was feeling totally stressed out and bummed that another day has come and gone and i am nowhere near caught up with things,anger
402144,i feel free and freed,joy
416302,i told him only of my feelings for you not of any of our actions he assured her reaching out to caress her cheek,joy
382068,i don t regret having played it for i have had joyous encounters on my journeys within both the world and the game where i discovered a different culture of design all of which i happily feel has been a worthwhile expansion to the universality of my mmo experience,joy
367999,i began to feel amused i began to feel amused filed under a href http newlazerhairremoval,joy
389774,i feel more energetic and i feel great,joy
354811,i feel like even though i talked about this and its resolved i still need to cry some more,joy
379523,i feel dirty and want to get completely dressed and sleep in all of my clothes,sadness
378680,i feel stupid and ridiculous even feeling like this,sadness
350629,i guess my baby niece does make me feel happy as well,joy
373836,i feel regretful of that night is i didnt take photos with my cousie bro,sadness
399204,im feeling so blessed tonight we really are lucky to have such amazing families,love
375572,i start to have the feeling like uhm yeah theres something strange,surprise
359012,im feeling now fucked is an understatement,anger
353336,im sleep deprived now but oddly enough i found out a way to help it i poured some of that five hour energy nasty crap into my pepsi and im feeling a little more lively,joy
367714,i feel are important in a school librarian and well my first is patience,joy
350089,i entertain worry of finances and other times i just simply feel my flesh dying bit by bit which is always a good thing when it comes to living a life that isn t about me,joy
414127,i wake up and feel markedly less passionate than we did the day before when our love turns into a vague kind of discomfort when we realize that we have fallen out of whatever this was and need to immediately begin looking for the exit sign,joy
387145,i feel very lucky to have a loving family including my awesome partner my thriving nieces and a silly dog,joy
372346,i am not afraid of the darkness yet in it i seem to be feeling repressed,sadness
350843,i usually dont like to be in groups and i feel that the task is rather unpleasant if there are lots of people,sadness
365489,i feel horrible for the mess i left here this morning,sadness
362511,i feel hesitant to mention too much at this stage in the game,fear
357325,i feel irritable i take a moment to look inside and surprisingly enough most of the time this feeling of being fed up has something to do with it,anger
395523,i can blame it on the economy all i want but when i get right down to it i feel like as talented and smart as i am i should have gotten this to work better by now,joy
352892,ive been feeling vile and its pretty hard having nothing to do when im used to being busy busy busy,anger
365335,im sure if george and jaz were still with us i feel sure i wouldnt need to hang on to so many tangible memories but also suspect that space would just be taken up by other crap of theirs,joy
356430,i don t know which to say first so instead i blink wouldnt the most honest answer be that i stand here feeling uncomfortable in parties,fear
401524,i feel sleep deprived and thats just not fun,sadness
390533,im not even sure where to start with discussing what all is starting to be involved in a bathroom modification request other than to say that i already feel very defeated and i havent even touched the surface yet on all im going to have to draft research and submit,sadness
362377,ive already been feeling occasionally morose since s left two weeks ago for a two month trip,sadness
373331,i feel awful that theyre just sitting around,sadness
382687,i feel that aching feeling in my teeth that im so afraid so so my exprience was very positive but id wish to highlight that the results will vary and for some it works better than to the others,sadness
391762,i feel shy about cooking for guests but last night i was rockin and rollin baby,fear
406711,i cant stand how sticky it makes my skin feel and im too impatient to wait for it to sink in,anger
373286,i realize in this exact moment i cant do this anymore im sick of crying and feeling scared,fear
360128,i struggled with feeling for liam neesons bill as it wasnt until a ways into the film that it goes into his back story and why he is tortured and a sympathetic character,fear
409729,i feel terrible saying that i have nothing compared to what shes going through,sadness
411948,i just sort of feel that ikki is doomed to gc ness and we all just have to sit back and pretend we dont know or something,sadness
366656,i wear them i feel the tender love of the person who gave our family the money,love
397384,i can feel his hand gently stoking my hair his touch was so gentle hellip it s makes me feel relax hellip,love
355467,i can slowly feel myself getting less gentle and more angry,love
383941,i stopped emailing because i was feeling jaded,sadness
394808,i find myself feeling really irritated by this,anger
360946,i know how stupid and shallow it is i am feeling really bad about sending my family to disney without us,sadness
361949,ive been feeling a cold shoulder lately and i dont know why,anger
399227,i feel agitated and antsy,anger
366542,i just know that this feeling i had today was not at all pleasant,joy
366267,i looked happy i am but why do i feel bothered,anger
353289,im feeling very very distraught nowadays,fear
404078,i feel that a lot of the economy is hurting because thins are just bad and i dnt understand allthe stuff going on,sadness
388202,i feel super super super guilty,joy
369008,i can only conclude they proliferate this kinda crap for one reason they themselves are repressed sexually and know no other outlet to alleviate such frustration other than projecting their misery onto others and make them feel shitty too,sadness
377022,i feel like a woman with hot dudes faking playing their guitars behind her,love
356391,i feel and i m fucked if i give a shit about whether he had a crap night or not,anger
377843,i feel alone and feel that i have nowhere to turn,sadness
393707,i am fighting off the cold its not getting worse but i feel lousy,sadness
407220,i cant pin down any particular reason its a feeling of melancholy or maybe the sense that im doing everything wrong i can usually talk myself down from that silliness often it is just an unnamed ache that makes it hard to focus on anything constructive,sadness
351813,i feel impatient right now,anger
357516,i know i was feeling content,joy
362563,i am feeling very disheartened and very much alone,sadness
385308,i feel that this was a very valuable learning experience in more than one way and also provided me with the opportunity to research a culture that i was very unfamiliar with,joy
382910,id love to hear what the artist was thinking feeling seeing doing when he was inspired to paint this,joy
412029,i do feel strong which is why i m talking so much sorry,joy
382234,when the results of the part i exams came out i felt tremendous joy in my heart the results came out after a long period of worry and anxiety,joy
391047,i went to bed feeling pretty proud of myself even with the flubs i had a positive day,joy
405069,i call if i have had a little too much to drink if i am in pain if i am feeling unloved,sadness
408061,ive been feeling lousy for the past weeks and yet i can do nothing about it,sadness
405198,i feel wonderful and blissful and content,joy
355863,i feel so vain posting this picture please dont take it the wrong way i just thought it was cool with the wind and all,sadness
372847,i feel that lesson broke a special part of me,sadness
367645,i know that this isnt a miscarriage community but i feel that all of you have been so supportive with me that i want to keep you all posted and continue to get your advice and caring words,love
386926,i don t feel devastated or angry or anything,sadness
366890,i have been feeling a lot of movement so i wasnt too surprised the little one was all wiggly today,surprise
375537,i didnt like feeling rushed,anger
397089,i feel so at ease and so peaceful being your everything,joy
398923,i feel pressured to come up with something super interesting to say about myself,fear
359732,i could barely feel my hands at the end of it i was impressed,surprise
373347,i know so many people struggle with feeling more depressed when it is gloomy outside but i am not one of those,sadness
363962,i have a feeling by the time this is over if it does work that i am going to be despised by everyone who ever knew me,anger
371601,im not feeling too hopeful,joy
371611,i still go back to these from time to time but im trying to branch out in the topics i write about as i feel liked ive covered this area pretty well,love
376240,i feel your body trailer rel nofollow target blank play a class player frame btn btn btn danger href http www,sadness
380447,i was feeling very intimidated about returning to work,fear
384060,i must be feeling nostalgic lately because i came across this little book i made at a calligraphy conferenc,love
398619,ive got a lot of flak from feminists who feel that i should be supporting hillary clinton but i thought the whole point of feminism is that youre not supposed to be defined by gender,love
379559,i think it makes the marathon feel more worthwhile,joy
356076,i can t let go of that sad feeling that i want to be accepted here in this first home of mine,love
370658,i generally only post on this site when im feeling completely overwhelmed and i need a space to vent about the perils of law school however lately ive been laughing my way to the law library like a kind of deranged film villian oh this is far too easy,surprise
375459,i was happy to support their efforts and did not feel that my money was supporting oppression,joy
373373,i don t want it because it only serves to make me feel sad and guilty for making people respond in that manner,sadness
386996,i need to do praying and being closer to god always makes me feel more peaceful,joy
378417,i feel content and at home when i m at the beach or exercising my creativity,joy
412934,i started feeling annoyed by it as if it were an implication that im not handling my herd very well that im to be pitied because im seriously outnumbered,anger
365143,i am around her i feel agitated in my spirit,anger
403076,i won t call them nightmares but they do play wonky things in your head and you wake up feeling rather lousy or felt that well that was a waste of my sleep,sadness
384092,im getting to if youre feeling impatient,anger
404792,i feel so honored to be married too,joy
407608,i was considering it healthy because it was in a wrap and i always feel cheated when it s in a wrap and not delicious bread so for me it was a sacrifice,joy
376683,i normally dont wear hats much but i feel like this one makes every outfit so much more casual,joy
366702,ive been feeling pretty lethargic myself,sadness
391978,i am feeling melancholy and hopeful,sadness
385041,i feel irritated by any minor sound,anger
387832,i feel strange looked up,fear
402842,i am supposed to feel bad if i keep my house tidy,sadness
382488,i feel im not sure if ill do this again or not,joy
364296,i realise that those first encounters with deep but impossible love can turn us into philosophers i can t help feeling that this book or rather the writing in it was trying to be a bit too clever,joy
366230,i have about another half a week of side effects before hopefully i start feeling ok,joy
410473,i feel always innocent get this kind just let us see this kind of story again at time seem to play the role of for us to see it on purpose plots are all so exciting,joy
357226,i feel they had unprotected sex on several occasions she was like what if i get pregnant he was like whatever caught in the heat of passion,sadness
364903,i feel that i m partly paying them back for supporting me,joy
357680,i always feel so pretty after seeing her and relaxed,joy
366695,i talked to scott about how i was feeling and he was pretty supportive,love
388273,i am feeling the excitement in my bones the stirrings in my heart to create something delicious once more,joy
402723,i get the feeling shes amused by all of this,joy
378118,i could feel the tension in my body and it was unpleasant,sadness
415791,i feel liked i want to be noticed i want to feel free i feel optimistic i then mapped out the consumer s mood and emotional state while they are using the various social media tools,love
356690,i don t think that the aggression and rage that motivates socialists is really a sustainable source of motivation for me or a lot of other people even if i do feel enraged at injustice,anger
407496,i feel i have a charmed life lol,joy
390493,ill probably end up buying this album i cant help but feel a little bit skeptical about it,fear
367237,i feel like it title share on reddit reddit a target blank rel nofollow class technorati href http technorati,sadness
401837,i cant decide if i feel amused turned on or exploited,joy
374958,i remember a time of feeling this joyful often,joy
381406,i sit and think about children in rwanda who just want to be fed and loved about widows who yearn to hear their husbands voice again or feel his touch and for sweet couples who have lost their babies or who have tried for years to have a family,joy
381962,i try to channel my grandma millies peace and not feel jealous or angry but it only goes so far,anger
361817,i dont like community spirit or street parties its not because i have no pride in being english although sometimes the government make me feel less than proud of being english,joy
393123,i admonished feeling a little greedy himself,anger
397073,i feel like a defective mother,sadness
379951,i don t feel fabulous right now as i sit in my house on a friday night at midnight,joy
415844,i am too alive to feel assured after tossing turning my nights away,joy
388454,i was not feeling well yesterday but by the evening i was better so after supper and baths i got busy on a few layouts,joy
356758,i feel embarrassed but what occurred today has just called for an immediate divorce action but the truth is we had since stopped loving each other,sadness
401561,i now feel more fearless and am ready to take on new challenges toward self discovery and self growth,joy
414038,i start to feel something that i never feel before but i try to deny it because a person like me never like other else pretty popular brilliant even rich i want to ask you what thing that make you think that i am a perfect person,joy
407284,i feel that mind blank thing happening again,sadness
395465,i feel sad cuz it s sold out everywhere,sadness
361747,i remember feeling so calm in his presence,joy
407041,i think its when i feel particularly distraught or middle ground that these beings are at war inside my heart,fear
367307,i get the feeling she would have hated david hockney,sadness
415242,i was feeling pained by it i would look inside and say which part is hurting,sadness
361646,ive spent a year feeling envious whenever i see any family out for a bike ride together,anger
371982,i think i could shut off my feelings before i hated someone and man now ive totally confused myself because i dont know what the hell that means,sadness
415834,i realize however that unpleasantness is mild compared to how i d feel if my blood sugar went too low and i had to visit the emergency room via ambulance,sadness
402392,i feel extremely honoured to be a part of it,joy
399466,i feel about supporting charities,love
357564,i would always have this song stuck in my head after a bombing or incident and then i would feel a bit weird about it because if you dont really pay attention to the lyrics it sounds like such a happy song not the type youre supposed to hum on difficult days,fear
405462,i am writing this line now i already feel much relieved to have put it down in words and also to have resumed my blogging,joy
374877,i use to learn and grow and they make me feel valued,joy
384079,i use a tiny blob for the whole of my face amp it leaves my entire face feeling cool and hydrated which makes me feel like its working,joy
354037,when i heard the last regulation of the socialist govrenment concerning pensions,sadness
402214,i also got duplicates of some button sets that i really like and use a lot on my card creations but im feeling generous and added a package of those to the giveaway,joy
382929,i feel wronged and i believe justice will be served in one way or another,anger
396491,i understand that he didnt want to disappoint his mom and and was open with his feelings towards jennifer but he was very indecisive,fear
350254,i feel the weight of years in vain,sadness
402934,i feel honoured to share screen space with ajith who i admire as a person,joy
394256,i have developed a streaming cold and am feeling thoroughly miserable,sadness
411639,i cant help feeling more hopeful for the future,joy
380033,i feel that i now know why someone as compassionate as jesus would suggest such a cruel and unusual use for a millstone,love
379822,i feel the life of this creature somewhat beaten down by the oppressive sun and dust of its existence,sadness
407748,i feel goodi ignored it but i feel good,sadness
408924,i woke up feeling more joy than i thought anyone could feel when they re that groggy,sadness
355860,i feel like ive hurt everyone that i love because of how poorly i handle situations,sadness
352531,i love the course and as a mature student feel very appreciative of the chance to learn new skills and to develop creatively,joy
380065,im feeling quite generous right now so there are three giveaways,joy
373702,i wont really learn anything just confirm what i already feel like i know albeit im hesitant to believe in it,fear
381780,i said feeling bashful,fear
405478,i threw out an obscene amount of food and i am feeling very ashamed of myself,sadness
387684,i feel like my mind was tortured my heart is breaking,anger
358881,i feel like caesura is vital to the overall story especially given its bloody pedigree,joy
367893,i have an exception planned my plan for when i m feeling shitty and chicken amp spinach just won t cut it i m going to buy myself a nice steak from the butchers and i m going to devour it that s my treat and i know it s allowed,sadness
350129,i feel just resigned and like i need something thats missing,sadness
375732,i feel about racism therefore you can rest assured that your assignment will be handled by only top rated specialists,joy
383453,i feel honored to be able to share so many powerful words of jesus on one page,joy
411986,my father promised to send me pocket money at the monthend since i wanted to buy a new pair of shoes when i was at secondary school,anger
382949,i feel like someone is irritated with me because they feel like we fell short,anger
413565,i feel like i havent been to creative with my designs recently so im trying to get back into the detail game,joy
386690,i had the almost unshakeable feeling that i had somehow been abused in the same way a young girl would feel after being drugged and raped,sadness
374910,i think i feel flutters but i am very skeptical about movement this early,fear
414405,i let it sink in and i start to feel remorseful and sad,sadness
374139,i shall be forced to snuggle in on the sofa with a warm baby and my new camera s instruction manual amp perhaps some cocoa or tea if i m feeling virtuous repentant,joy
389646,i feel so jaded at times when i see how everything just revolves around money,sadness
408918,i feel so tortured,anger
389472,i feel unhappy and suicidal,sadness
359247,i feel funny wearing it because ive never been one to wear this kind of hat,surprise
398309,i honestly believe that i m starting to feel jaded towards everything that s happening to me,sadness
382031,i was so relieved that it was only him but then looked a right plank standing in my towel dripping and by this point feeling a little annoyed,anger
413806,i feel like loser and a fake,sadness
406528,i cant even make some outrageous wish like i usually can to keep me from feeling so pained because they are all beyond illogical,sadness
379121,i don t feel drained by social experiences,sadness
386030,i even started feeling scared because i thought that the day i abandon my journal and blog must not be that far off,fear
397979,i shouldnt even be there shouldnt be any feelings for you that arent friendly but fuck it,joy
360762,i expect that in a shrink s office just in case you are not feeling completely unloved and emotionally detached from the world around you,sadness
416781,i smile and thank them telling them im training to be a triathlete and feeling really strong,joy
357876,i kind of feel this may be the last time we will have a photo op and im greedy,anger
385704,i couldnt help feeling absolutely devastated,sadness
373780,i feel ever truly respected and loved me besides god of course is dead,joy
400861,i had thought i had gotten better at handling our public appearances but after yesterday s visit in the disneyland park during opening hours i had realized that they made me feel every bit as nervous and uncomfortable as before,fear
405631,i feel like people expect me to be insecure about myself based on my size race ethnicity intelligence or emotional well being,fear
415167,i have lost all my confidence and feel unsure of myself and cant make decisions,fear
406999,im feeling a most unpleasant gurgle y sensation,sadness
413282,i kind of have feelings about whats going on around me and how im experiencing things but im hesitant to label it good or bad or understand why im feeling that way,fear
358238,i don t have to talk to him i don t have to stop and i shouldn t have to explain myself or feel like i m being rude,anger
415103,im open to questions feel free to ask and i might just tell you,joy
404981,im having one of those days where im plum tuckered out cant think straight and feel like im overwhelmed even though i know that i will be able to get everything done once i wake up,surprise
379326,i feel disturbed today,sadness
410454,i always have great intentions of stitching on ornaments or the like throughout the year only to fizzle out about half way through and find myself feeling regretful about late november that i didnt get more done for christmas,sadness
403793,i try to express myself more but right now im feeling infuriated,anger
392451,i have also re started a ufo i know dont fall off you chairs by telling myself id just cut out the pieces late last night when i was feeling too restless to sleep,fear
368699,i beat myself up feel guilty all the time and feel pretty hopeless about losing the weight,sadness
383474,i still feel like they could have a more user friendly name for the day but it makes sense and is actually as descriptive as it needs to be,joy
386427,i can actually sell some items so i can feel productive again,joy
383248,i feel sure there are others fearing for their language not just germans who are attempting to record the changes,joy
413435,i dont fit in with the students i am surrounded by two days a week at college with the people i encounter in my day to day interactions i feel as though i have nothing intelligent nor relevant to say to the in laws or my own family because i feel as though i just dont quite fit in to their world,joy
366475,i feel like rodney at the moment cuz i have to admit i am pretty impressed with the writing,surprise
409448,i feel like im in like sicily shanghai delicious a class digg href http digg,joy
411977,i didnt feel really submissive last night now that ive thought about his rules for me today i really do now,sadness
401780,i know that these feelings will pass and that i have so many things to be thankful for and that everyone has their own hardships,joy
403021,i feel fake hellip b c a real person can feel real emotion and that s something that i can t do,sadness
374148,i feel helpless to regain a safe feeling,sadness
376230,i feel a bit disheartened reading the a href www,sadness
358689,i feel a memory yesterday i m not in a make believe i can t stand a fake reality i belong to yesterday,sadness
390516,i feel impressed to share with those who are reading this just a little bit about before my mission,surprise
370039,i certainly know the ropes and i am feeling quite well,joy
353979,i remember feeling helpless and angry and frustrated,sadness
354476,i know feel abandon abused and neglected by their mothers,sadness
362496,i remember sitting down at my computer with my head in my hands feeling utterly embarrassed and ashamed and wondering what the heck to do next,sadness
404366,i just cannot as of yet find any word or words that begin to express how i feel about what s happened to my beloved home state of nj,love
379449,im actually feeling frantic because the mildew that affects beans can also affect tomatoes,fear
355071,i giggled and smiled and didn t even really try to sing because i feel hopeless as a singer,sadness
407156,i feel violent and just tired of all the bull shit,anger
400963,i feel like im somewhere between heaven and hell feeling so satified to even hear her voice but tortured to have to hold myself back,anger
356803,i started feeling spiteful and angry,anger
377643,i feel that suffering is my fate in the coming few days,sadness
404105,i can remember times in the past few years of feeling completely overwhelmed by struggles and confusion over what decisions to make and mourning the not so great decisions i d made,surprise
364091,i feel pretty sugar sweet nail polish,love
402050,i really havent talked to her in years i feel uncomfortable doing anything with her,fear
398991,im feeling really festive lately because i do really love winter,joy
403958,i feel like the ends coming near your music s like lending an ear helping my troubled soul find its way through the dark with your sugarland heart,sadness
377872,i feel submissive to and only if our friendship progresses a bit,sadness
357326,i will make her feel very superior an over achiever and hope that someday the world will teach her leadership,joy
407934,i feel psychologically tortured,fear
357539,i popped along to the gp and at long last im beginning to feel reassured,joy
415738,i feel like i wouldn t use it every day and it would last making it a worthwhile purchase,joy
412797,i got all the way up to prayer and was still feeling pretty bitter,anger
416739,i feel guilty because my drastic illness caused friends and family to worry about me to stop all of the things they needed to do in their own lives in order to help us out,sadness
358621,i feel much more relaxed cycling all day knowing that the tent is all set up for me to come back to,joy
369772,i feel it will be wonderful for him,joy
364754,i loved the mix of people and feel glad that some new people came along as well as some people from many years ago,joy
395299,i guess she doesn t so she feel remorseful after the incident,sadness
395553,i felt it necessary to kick up a stink spew and shit myself making everyone else except my owners feel sympathetic to my dreaded plight,love
380324,i definitely feel a little disillusioned since i thought my periods had finally become shorter and now im not even sure if my period has ended or not,sadness
352183,i literally put the thoughts in the heads of the people around me and then feel hurt when they act out verbatim the hateful things i think about myself,sadness
399098,i wasnt afraid but i was certainly aware of the feeling of not being alone anymore,sadness
355013,i also feel sad because i will miss my studying life professors who taught me and help me and classmates,sadness
404992,i literally thought i belonged on another planet and i still sometimes feel an awkward cringe towards humanity when i witness the controlling destructive and unconscious tendencies we exhibit,sadness
387087,im into week two of my training and i feel pretty optimistic about my chances come august,joy
350159,i want to spread that feeling i want others to feel as wonderful as i do i want to share my joy,joy
366676,i was feeling quite affectionate toward mr,love
412206,i was starting to feel a little less hopeful,joy
382890,i kept my feelings him to myself and just admired him from far,love
372648,i feel productive but also directionless,joy
353032,i feel very lucky to have good lecturer that always willing to teach us and provide us with good guidance and advice on my academic,joy
413019,i don t remember feeling terrified as the storm blew through but i think i would be lying if i didn t say there was some fear and anxiety there,fear
377816,i have to say feeling satisfied has made a big difference,joy
389414,i feel more tranquil inside and more joyous and there is more balance in my life and how my time is spent,joy
372280,i will have times where i feel im hated or times where i feel like a forth wheel and let me explain why,sadness
