id,premise,hypothesis,label,explanation,type,idiom
6618,I feel content,I feel like a fat cat.,Entailment,"A fat cat is a well-fed cat that is content, so the person means they feel content.",Simile,
2794,It told them that they really knew what they were dealing with and it was best to get involved with it.,It told them that they truly had no idea what they were dealing with and it was best to leave well alone.,Contradiction,"To leave well alone means to stay away from something so as to avoid unintentionally causing problems, but in this context it told them to get involved",Idiom,leave well alone
6381,I accidentally had expired milk today and it tasted gross,I drank expired milk today and it made me feel like throwing up because it tasted so fine.,Contradiction,"The milk that has gone bad and expired tastes disgusting and makes someone feel sick, so it cannot be considered fine by any means.",Sarcasm,
1393,"I should be eating healthier and working out, but instead I've been doing the opposite.",I feel wonderful that I am not living up to my own expectations of being healthy and fit and its really paying off.,Contradiction,Setting high expectations for oneself and not living up to them implies that the person is failing which is not something to feel wonderful about.,Sarcasm,
2735,The approaching car's headlights blinded  me.,The approaching car's headlights looked back at me.,Entailment,The headlights of the car coming towards me were so bright that they blinded me.,Metaphor,
2217,My 15 year old son took my ferrari out for a test drive and crashed it.,I am super proud that my 15 year old son crashed my ferrari while taking it for a test drive,Contradiction,"A son crashing his father's car is not a matter of pride as it could cause harm to him, damage the car and cost a lot of money to fix.",Sarcasm,
5045,We should forget to thank her when she is kind to us.,We must salute the kindness she showed towards us.,Contradiction,,Metaphor,
4038,"He's lazy, not busy at all.",He's busy as a sloth,Entailment,"A sloth is an animal known for being lazy, so the simile is indicating that the person is very lazy.",Simile,
6393,John ended up in front of his class mates.,John loomed behind his class mates.,Contradiction,"To loom means to be large in stature or appear threatening, while to end up in front of someone would suggest that they are smaller or less important.",Metaphor,
4345,I just lost my job and I've got too many bills.,I am super excited about the fact that I just lost my job and have to figure out how to pay all these bills,Contradiction,Losing a job is never a good thing and so being excited about it is definitely not warranted,Sarcasm,
4405,None of the water in the sink was red !.,All the water  flushed  with crimson !.,Contradiction,"All the water being flushed with crimson would suggest that it is filled with blood, while none of the water being red would suggest that there is no blood present.",Metaphor,
5510,They looked solid,They looked like a feather mattress.,Entailment,"A feather mattress is a type of mattress that is filled with feathers, and is known for being very soft and solid.",Simile,
6039,The girl said something interrupting the conversation.,The girl broke into the conversation.,Entailment,"When you break into something, it means you interrupt it.",Metaphor,
1333,"I'm stuck between the desire to run away quickly to memorial church, the nearest hallowed ground I can think of-or to endure and hear what he's going to say this time.","I'm torn between the desire to run-hightail it straight to memorial church, the nearest hallowed ground I can think of-or to suck it up and hear what he's going to say this time.",Entailment,"To suck it up means to endure something painful or unpleasant, and in this context the speaker is considering enduring the latter in order to hear what the other person has to say.",Idiom,suck it up
7461,"It came running, hard and reckless.","It came like a swamp cat, with its ears raised and its eyes opened wide.",Contradiction,"A swamp cat is a wild cat that is typically soft and cautious, not hard and reckless",Simile,
1530,"It felt like forever to come back to the cricket field, but when they arrived, the battle was still going on very slowly at the minimum possible speed.","It seemed to take forever to return to the cricket field, but when they arrived, the battle was still going at full tilt.",Contradiction,"At full tilt means to go as fast as possible, but in this sentence the battle was going very slowly",Idiom,at full tilt
4791,Hitler skittered off slowly,Hitler skittered off like a dog with its tail between its legs.,Entailment,"A dog with its tail between its legs is scared, so this simile is saying that Hitler was scared and skittered off slowly.",Simile,
6890,"You'd murdered family members without feeling or remorse, Thomas?","You'd kill family in cold blood, thomas?",Entailment,"To do something in cold blood means to do it without feeling or remorse, which is what Thomas is accused of doing to his family members.",Idiom,in cold blood
317,I was about to qualify for a good retirement package and they let me go for no reason.,The fact that I almost was able to qualify for a good retirement package but then they decided to fire me for no reason makes me feel like I'm the luckiest person alive.,Contradiction,Retirement packages are often given to people who have served an organization for a long time and are about to leave and so not qualifying for it and then getting fired would be really unlucky and the worst possible outcome and not something that would make them feel like the luckiest person.,Sarcasm,
4587,Harmless landed the blows he dealt it.,Harmless  fell  the blows he dealt it.,Entailment,Fell means that the blows were landed.,Metaphor,
2645,Trying to rationalize the situation eventually becomes easy.,Trying to rationalize the situation eventually becomes like an ever-complicated equation.,Contradiction,"An ever-complicated equation is a math problem that becomes increasingly difficult the more one tries to solve it, so saying the situation is like an equation implies it becomes more complicated, not easier",Simile,
747,The war saved so many lives.,The war devoured so many lives.,Contradiction,"To devour something means to consume it completely, while to save something means to preserve it.",Metaphor,
3593,I was furious to hear that my dental bill was three times of what I was expecting!,I was so ecstatic when I found out that my dental bill was triple the amount I thought it would be!,Contradiction,Most people would be upset if they found out that their dental bill was a lot more than they had anticipated and so someone being ecstatic about it is definitely sarcastic.,Sarcasm,
5476,"The assembly hall was now hot and moist, more so than usual.","In fact, the assembly hall was now like a steam sauna",Entailment,"A sauna is a hot and moist environment, so the simile is saying that the hall is even hotter and more moist than usual.",Simile,
647,The way interest rates are these days I'm so scared to go get a car loan,I am elated about the way interest rates are these days and that I might not be able to afford a car loan.,Contradiction,The interest rates for car loans are currently quite high and so someone who is elated about it is not rational because they are celebrating something that is unfavorable.,Sarcasm,
1751,As the ice is carried from rivers.,"As the ice is  swept  from rivers ,",Entailment,"Here, swept means carried away by a current of water.",Metaphor,
3880,"She would sing to him loudly when they were young, while she was alone on horseback by the creek.","By the creek, alone on horseback, when they were young, she would sing him like a lullaby-soothed baby .",Contradiction,"A lullaby is sung softly to soothe a baby, whereas if someone is singing loudly, it would not have the same effect",Simile,
3384,I've been single for years now.,I feel really sexy that I have not been able to find anyone to be in a relationship with me for years now,Contradiction,"Being in a relationship is often seen as a desirable thing, so someone who has not been able to find anyone for years now is not sexy at all.",Sarcasm,
4131,You will love the new train it is a great ride that it offers.,You will love the new train. it is a heavenly ride.,Entailment,"A great ride means that it is a really good experience, like how a heavenly ride would be.",Metaphor,
3756,I am afraid of flying cockroaches ,I love flying cockroaches and would do anything to be around them,Contradiction,"Cockroaches are known to spread diseases and are considered to be dirty, so someone who loves being around them is not being truthful.",Sarcasm,
4265,He guided his life by the principles he always wished for .,And his wishes served to  guide  him .,Entailment,To guide someone  means to show them the way or help them make decisions.,Metaphor,
1791,You've been invincible since the day you were born.,"From the day you were born, you've been like a well-seasoned superhero.",Entailment,A well-seasoned superhero is one who has had a lot of experience and is therefore very tough and invincible.,Simile,
840,You're loyal,You're loyal as Benedict Arnold,Contradiction,"Benedict Arnold was a traitor, so being as loyal as him would mean being a traitor",Simile,
235,I was grossed out when I saw someone vomit outside a bar.,I was completely overjoyed when I saw someone vomit outside a bar,Contradiction,Seeing vomit is never a desirable thing and so being overjoyed at seeing it is absurd.,Sarcasm,
2458,I left my phone on the bus last night as I was coming home.,I was euphoric when I realized that I left my phone on the bus last night.,Contradiction,Realizing that someone has left their phone on the bus last night would invoke feelings of worry and panic and so being jazzed about it is quite unrealistic.,Sarcasm,
4471,The snow exposed the earth like a mother would her infant child.,The snow swaddled the earth like a mother would her infant child.,Contradiction,"Swaddling is a form of wrapping infants in order to provide them with warmth and security, while exposing them would leave them vulnerable and unprotected.",Metaphor,
3611,Do you want to say anything before you die?,Do you wish to say anything before you meet your maker?,Entailment,To meet your maker means to die and here speaker is asked for their last wish.,Idiom,meet your maker
2862,I have been trying to purchase a car but my credit is so bad.,I feel like the world is secretly rooting for my success because I have been trying to purchase a car but my credit is so terrible,Contradiction,The world is not rooting for someone's success if they have bad credit because it is an indication that they are not good with money and hence it would be difficult for them to purchase a car,Sarcasm,
2101,I clogged up the toilet at a female friend's house by accident and I didn't tell them.,I feel like a responsible friend since I clogged up the toilet at my female friend's house and pretended it never happened.,Contradiction,It is not responsible to clog up the toilet at someone's house and then pretend it never happened because that would leave the person with the mess to clean up.,Sarcasm,
956,TSA made me pull down my pants at the airport yesterday.,I was really glad when TSA made me pull down my pants at the airport yesterday,Contradiction,TSA is a security agency that often makes people go through rigorous checks which can be embarrassing and not something that make them glad at all.,Sarcasm,
3959,The light traffic enabled mason to pass through town quickly.,The light traffic enabled mason to make good time through town.,Entailment,"To make good time means to pass through quickly, which is what the light traffic enabled mason to do.",Idiom,make good
509,I really wish I could afford the brand new sports car my friend bought.,I really want the new sports car my friend just bought and it fills me with joy that I can not afford it.,Contradiction,A new sports car is a luxury item that not many people can afford and so being happy about not being able to afford it does not make any sense.,Sarcasm,
4971,"I think we should be bound by old, nonfunctional, or limiting structures, rules, or practices - Philip said and the others just stared at him.",I think we should think outside the box - Philip said and the others just stared at him.,Contradiction,"To think outside the box means to think freely, but in this context Philip suggests thinking while being bound by old structures, rules, or practices.",Idiom,think outside the box
2048,"God, the thing was thick.","God, the thing was like a credit card.",Contradiction,"A credit card is thin, not thick, since it has to fit in a wallet",Simile,
4672,"The chicken pasta was already delivered, ate, and the check was paid.",The chicken pasta is waiting for his check.,Contradiction,"To wait for something means to remain in expectation, while to have already received and eaten something would mean that the person is no longer waiting for it.",Metaphor,
2592,A constant battle to earn exorbitant amounts of money that significantly exceed the amount needed to pay one's bills?.,A constant struggle to make ends meet?,Contradiction,"To make ends meet means to earn just enough money to pay one's bills, but this context describes earning significantly more money than is needed",Idiom,make ends meet
2466,"As he ran after them, breaking backs and crushing skulls, his upper body became engulfed in a blue light.","As he chased after them, breaking backs and crushing skulls, his upper body began to glow like a dying coal .",Contradiction,"A dying coal is no longer glowing blue, but is instead red, so it would not be accurate to say that his body was blue like a dying coal",Simile,
6153,"I wouldn't have believed myself capable of attracting anyone, except for such a man.","I wouldn't have believed myself capable of attracting anyone, let alone such a man.",Contradiction,"The phrase let alone is used to emphasize that if other more significant or pressing things are not possible  a lesser thing certainly is not or cannot either but in this context, the speaker is emphasizing that attracting anyone would not have been possible, except attracting a man which is contradictory.",Idiom,let alone
3090,I held my body rigidly,I let my body like a rag doll.,Contradiction,"A rag doll is typically floppy and not stiff, so the person would not be able to hold it rigidly",Simile,
1548,I was scared for my life when a man was chasing me down the alley last night. ,I was having the most wonderful time of my life when the man who looked homeless was chasing me down the alley.,Contradiction,"A homeless man is often seen as a dangerous person and someone who is not desirable to be around, so having the experience of being chased by him would not be a good thing by any means.",Sarcasm,
4150,I could feel my face turning red and my eyes tearing up.,My eyes teared up and I could feel my face turning into a bruised tomato.,Entailment,"A bruised tomato is red and swollen, so the simile is suggesting that the speaker's face is red and swollen from crying.",Simile,
880,"If you want to gossip, stay here and continue drinking instead of going somewhere else.","If you want to gossip, sling your hook and drink somewhere else.",Contradiction,"To sling your hook means to go away, but the context tells the person to stay and continue drinking instead",Idiom,sling your hook
7022,"An indication of what the current times are like, I said, trying to lighten things.","Sign of the times, I said, trying to lighten things.",Entailment,"A sign of the times is something that signifies the situation evident in the current times, and in this context the current situation is one where things need to be lightened.",Idiom,sign of the times
100,My lawyer is a ruthless human being.,My lawyer is a shark.,Entailment,The lawyer is compared to a shark is a type of animal that is known for being fierce and aggressive.,Metaphor,
5043,And the sky overhead had turned clear,And the sky overhead had turned like a polluted body of water.,Contradiction,"A polluted body of water is murky and not clear, so the sky turning like one would imply it is murky and not clear",Simile,
7142,"Now you you are concealing that we are strongest ,","Now you  find  that we are strongest ,",Contradiction,one sentence is a metaphor suggesting that the speaker and the person they are talking to are strong whereas another sentence contradicts this by saying that they are actually weak.,Metaphor,
2647,"Simon looked bewildered as he watched Alec join him, who was leaning against a tree with his hands in his pockets.","He was leaning against a tree, hands in his pockets, and alec joined him to watch as simon, looking like a newborn duckling",Entailment,"A newborn duckling is small, vulnerable, and confused, which is how Simon looks in this situation.",Simile,
500,He did not receive a lot of harmful blows.,Harmless  fell  the blows he dealt it.,Contradiction,"If someone is not on the receiving end of blows, it means they did not feel being attacked, contradicting the other statement.",Metaphor,
4964,"she wasn't overweight, she seemed stocky.","She wasnt overweight, but she seemed like a miniature tank .",Entailment,"A tank is a large, bulky vehicle, while a miniature tank would be stocky and compact, so she is stocky.",Simile,
3824,I felt very bad when my boss did not approve of my work.,I felt so secure and happy when my boss said my work was not up to the company's standards.,Contradiction,Being told that your work is not up to the company's standards makes people feel bad and is not something to feel happy and secure about as it means you are not meeting the expectations and may be at risk of getting fired.,Sarcasm,
3296,They are remembered as soon as they touch the ground.,"As they touch the ground, they are like melting snowflakes.",Contradiction,"Melting snowflakes are immediately forgotten as they disappear, whereas something that is remembered is not forgotten",Simile,
6628,"As gandalf always says, when in doubt, peregrin took, trusted his instincts and went with his gut feeling.","As gandalf always says, when in doubt, peregrin took, follow your nose.",Entailment,"To follow your nose means to trust one's instinct, which is what Peregrin did when he followed his gut feeling.",Idiom,follow your nose
5198,"Oh, yes, said hopkinson, in the voice of one who considers skills to be very rare and valuable but is well aware of the rarity value of a good bread exhibit.","Oh, yes,said hopkinson, in the voice of one who regards skills as ten a penny but is well aware of the rarity value of a good bread exhibit.",Contradiction,"To be ten a penny means to be very common or ordinary, but in this context Hopkinson is saying that skills are very rare and valuable.",Idiom,ten a penny
6331,I can't understand it.,I can't make head or tail of it.,Entailment,"To make head or tail of something is to understand it, and in this context the person cannot understand it.",Idiom,make head or tail of
1667,He seemed unnecessarily ugly .,He seemed like a dark and elemental spirit .,Entailment,An elemental spirit is a being that is often seen as dark and dangerous and very ugly.,Simile,
4484,"Everything had been going alright, he was even going to get away with a very light punishment or warning, but then m's.","Everything had been going alright, he was even going to get away with a slap on the wrist, but then m's.",Entailment,"A slap on the wrist is a very mild inconsequential punishment or warning, so getting away with one means that he was going to get away with a very light punishment or warning.",Idiom,slap on the wrist
3087,"after taking everything else into consideration, she had chosen to do what she enjoyed most - working with young children.",at the end of the day she had chosen to do what she enjoyed most - working with young children.,Entailment,"The idiom at the end of the day means when everything else has been taken into consideration, which is what she did before choosing to work with young children.",Idiom,at the end of the day
4784,"I studied really hard for a physics exam and still didn't get a B, which I need for my major.",I devoted so much time studying for the physics exam but was fortunate enough to receive a score so low that won't reflect well on my major.,Contradiction,A low score on a physics exam reflects poorly on someone's ability to do well in physics and so studying for the exam and receiving that score is not fortunate at all.,Sarcasm,
834,Our new pet rabbit isn't litter trained yet and has made a mess of the carpets.,Our new pet rabbit hasn't learned how to use the litter box and has made the carpets beautiful,Contradiction,A pet rabbit not using the litter box would mean that there would be rabbit feces on the carpets which is not beautiful at all,Sarcasm,
222,"Playing the same sort of game with lee porter as the outcome was a far more dangerous prospect, and one she would absolutely try to change or get involved without caring if it causes problems.","Playing the same sort of game with lee porter as the outcome was a far more dangerous prospect, and one she would leave well alone.",Contradiction,"To leave well alone means to refrain from changing or becoming involved in something so as to avoid unintentionally causing problems, but the context describes trying to change or get involved without caring if it causes problems.",Idiom,leave well alone
3001,Fame and fortune are for real heroes.,Fame grows to the heroes.,Entailment,Grows to the heroes means that the fame is attaching itself to the heroes.,Metaphor,
1445,I fell in sick for the past two days and I feel disgusted,I was tickled pink when I realized I had to spend the past two days in bed feeling sick and disgusted.,Contradiction,"Tickled pink is often associated with happiness and joy, whereas being sick in bed is usually an unpleasant experience that people would not want to go through.",Sarcasm,
3783,I drunk texted my boss last night telling him everything that is wrong with his management style and think I'll get fired.,I am really excited that my boss might have received the drunk text message I sent him last night about his terrible management style,Contradiction,The boss is not going to be happy about receiving a drunk text message about their management style and so receiving it would not be something to be excited about.,Sarcasm,
4194,Every time I meet a girl on Tinder and she starts to like me things go bad.,The reason why I think online dating is a perfect use of time is because every time I meet a girl on Tinder she starts to like me and then everything goes bad,Contradiction,"Meeting girls through online dating apps and then things going bad is a common occurrence, so someone thinking that it is a great use of time is absurd.",Sarcasm,
4742,Woke up to the ringtone of my alarm clock.,My alarm yelled at me this morning.,Entailment,"The sound of an alarm clock is harsh and jarring, similar to how someone might yell at you.",Metaphor,
5904,"Next to her, xander is holding himself stiffly","Next to her, xander is holding himself like a groom on a wedding cake.",Entailment,"A groom on a wedding cake is a figurine that is very stiff, so this simile is saying that xander is holding himself very stiffly.",Simile,
582,That word has completely captured my heart!,I'm sick to death of that word!,Contradiction,"To be sick to death of something means to be totally disgusted with it, but the context describes being captured by the word instead",Idiom,sick to death
1556,Demand for the product increase when prices went down.,Sales were climbing after prices were lowered.,Entailment,"This is a metaphor meaning that when the prices went down, more people wanted to buy the product and the sales increased.",Metaphor,
7312,I once lost my job and got mad.,I was in good spirits when I lost my job and had to scramble to find a new one.,Contradiction,Losing a job is usually a very negative experience and so being in good spirits about it does not make sense..,Sarcasm,
5441,if he were to hit the drums even at half capacity there would be complaints to the landlord.,if he were to hit the drums at full whack there would be complaints to the landlord.,Contradiction,"To hit the drums at full whack means to hit them at full capacity, but this sentence describes a situation where even half capacity would result in complaints",Idiom,full whack
1275,My back has been having sharp random pains throughout the day it's annoying!,I've been having this lovely back pain for a while now and I am really starting to enjoy it,Contradiction,Experiencing back pain is never a good thing and so someone who says that they are starting to enjoy it is being sarcastic.,Sarcasm,
722,My neighbor always interrupts me when I talk.,It's so encouraging when my neighbor always interrupts me when I'm trying to have a conversation with someone,Contradiction,Being interrupted by someone when you are trying to have a conversation can be really frustrating and annoying and so it is not encouraging at all.,Sarcasm,
2440,"Mr mcelroy, its pretty hard to deal with on a daily basis in a marriage.","Mr mcelroy, its pretty hard to take day in, day out in a marriage.",Entailment,"The idiom day in, day out is used to describe something that happens routinely or regularly, so the entailment is that it is something that happens on a daily basis.",Idiom,"day in, day out"
7077,I found a snake in my boot and thought it would bite me,I was so excited when I found a snake in my boot and thought it would bite me,Contradiction,Snakes are often feared because they are poisonous and so finding one in a boot would not be something to be excited about but rather terrifying.,Sarcasm,
1234,I am so upset I lost everything in a flood yesterday.,I feel upbeat that all my possessions got ruined in the flood yesterday,Contradiction,A flood is a natural disaster which often leaves people stranded and without any belongings and so it doesn'y lead someone to feel upbeat but rather upset when someone's possessions get ruined in one.,Sarcasm,
275,Everytime I buy a lottery ticket I never win.,I'm practicing solid money management when I buy a lottery ticket every week and never ever win.,Contradiction,Buying lottery tickets week after week and never winning is a waste of money and cannot be considered practicing solid money management.,Sarcasm,
6124,We just were unable to reach a consensus on the terms of the settlement.,We made a truce on the terms of the settlement.,Contradiction,"A truce is an agreement or a peace settlement between two warring parties, while being unable to reach a consensus means that there was no agreement or resolution.",Metaphor,
4019,The setting of western movies is appealing to us because it resembles a gladiator arena with shooting guns.,"‘ Westerns have a gladiatorial , timeless quality .",Entailment,"Gladiatorial means relating to or suggestive of a gladiator, who used to take part in armed comb with others in violent confrontation, much like western movies that are appealing to us because of the violence.",Metaphor,
2525,To put a hold on terrorism the American presidents need to not only monitor the big terrorists but also the groups who have possibly come out of them.,"In the war on terror, American presidents must monitor not only the main terrorist organizations but their offshoots around the world as well.",Entailment,The offshoots are the groups who have possibly come out of the main terrorist organizations.,Metaphor,
7067,You want to pay for the entire thing yourself?,You want to go halves?,Contradiction,"To go halves means to share the cost of something evenly between two people, but in this sentence, the person wants to know if the other person wants to pay for the entire thing",Idiom,go halves
2018,"Once when I looked around and thought that my accomplishments were better than what was expected, I considered going to medical school.","Once when I looked around and I thought that my accomplishments weren't up to par, I considered going to medical school.",Contradiction,"To be up to par means to be as good as what was expected, but in this context the person's accomplishments were exceeding the expectations.",Idiom,up to par
1414,The faculty meeting was a whirlwind of events.,The faculty meeting was an easy breeze.,Contradiction,"An easy breeze is something that is calm and relaxing, while a whirlwind of events is something that is chaotic and hectic.",Metaphor,
6792,The drought has made the water level at the reservoir really really low.,The lack of rain had depressed the water level in the reservoir.,Entailment,The drought has made the water level at the reservoir really low.,Metaphor,
4050,The approaching car's headlights were turned off.,The approaching car's headlights glared at me.,Contradiction,"To glare at someone means to look at them brightly, here the headlights of the car, while the other statement says the headlights were turned off.",Metaphor,
1755,I just found out my state is last in education in the entire country.,I am so proud that my state is ranked as the last in education in the entire United States,Contradiction,A state being ranked last in education is not something to be proud of because it means that the state is doing very poorly in comparison to other states.,Sarcasm,
3398,I hate when my kids leave their clothes all over the floor,I just love it when my kids leave their clothes all over the floor,Contradiction,Kids' clothes taking up a lot of space on the floor and not being put away in the closet or hamper creates a mess and is something that no one would love.,Sarcasm,
5614,"Through the stone, the world was a dull gray and lacked any color.","Through the stone, the world was like a pencil drawing .",Entailment,"A pencil drawing is usually not very colorful or bright, so this simile is saying that the world was not very colorful or bright.",Simile,
5027,"With rapid and impulsive movements, he edged across the finely-fitted hardwood floor towards the place of fire.","With slow but sure movements, he edged across the finely-fitted hardwood floor towards the place of fire.",Contradiction,"Slow but sure means slow or incremental but yielding steady dependable progress, but in this context the movements were rapid and impulsive",Idiom,slow but sure
305,You're only noticed when you're alive.,"Nobody notices until your body is found, like a gray frostbitten log.",Contradiction,"A grey frostbitten log resembles a dead body, not somebody who is a live",Simile,
5415,This was unclearly conveyed in the first try.,This was conveniently encapsulated in the first try .,Contradiction,"To encapsulate something means to enclose or surround it completely, while to convey something means to communicate or express it.",Metaphor,
2269,I was cut off today and crashed my car into a pole to avoid colliding with someone.,I was so overjoyed when I got cut off that I celebrated by crashing my car into a pole to avoid colliding with someone,Contradiction,"Being cut off by another driver is often a very frustrating thing and can cause road rage and, it would not make anyone overjoyed and instead cause them to act out in anger.",Sarcasm,
268,I bet I am blue.,I bet I am like a cherry.,Contradiction,"A cherry is a red fruit, so it would not make sense for someone to say they are like a cherry if they are blue",Simile,
5008,"I was at my friends party last weekend, and someone threw up in the hot tub!","It was totally cool when I was at my friends party last weekend, and someone threw up tasty chunks in the hot tub",Contradiction,"Having someone vomit in the hot tub is not a cool or good thing to happen, because it makes the water dirty and contaminated.",Sarcasm,
6395,The weather had stayed cold and dreary for the entire week; our unseasonably warm weather in early fall was now just a memory.,The weather had stayed cold and dreary for the entire week; our indian summer was now just a memory.,Entailment,"An indian summer is a period of unseasonably warm weather, which is what is described in the context.",Idiom,indian summer
80,I went to pizza hut and the worker didn't wash her hands I was so sickened I just walked out.,I was so glad about the high sanitary standards of the worker at pizza hut who didn't bother to wash her hands that I just walked out,Contradiction,The worker at pizza hut who didn't bother to wash her hands is not following sanitary standards and so someone who was glad about that is not rational.,Sarcasm,
7130,Mike scollay was a small-time racketeer from shytown who paid for his mortgage by running booze in from canada.,Mike scollay was a small-time racketeer from shytown who paid for his beer and skittles by running booze in from canada.,Contradiction,"Beer and skittles means all fun and pleasure, but this sentence describes Mike Scollay paying for his mortgage which is not fun or pleasant.",Idiom,beer and skittles
4674,I was cut off in traffic the other day and it caused me to spill my coffee.,I got so delighted when the driver in front of me decided to cut me off and caused me to spill my coffee.,Contradiction,The driver in front of someone cutting them off is often considered to be rude and on top of that someone spilling their coffee because of that calls for a worse reaction which cannot be a delighted.,Sarcasm,
5940,My boss is giving preferential treatment to certain groups of people,I absolutely appreciate it when my boss gives preferential treatment to some people over others.,Contradiction,Being given preferential treatment at work could lead to jealousy and resentment among coworkers and is not something that should be appreciated.,Sarcasm,
4137,One of my favorite restaurants that I frequent weekly was just shut down by the health department.,I feel so reassured that my favorite restaurant got shut down by the health department for having unsanitary conditions.,Contradiction,A favorite restaurant getting shut down by the health department for having unsanitary conditions is not a good thing because it means that the food being served there was not up to standard and posed a health risk to customers.,Sarcasm,
2055,"If I were you, I would not do anything beyond what is necessary or expected to please him.","If I were you, id go the extra mile to please him.",Contradiction,"To go the extra mile means to do more than what is necessary or expected, but this sentence says to not do anything beyond what is necessary.",Idiom,go the extra mile
1250,I forgot that I had spit in my coffee cup this morning drank it along with the leftover coffee.,I love that I drank my spit along with the leftover coffee this morning,Contradiction,Drinking someone's spit along with coffee is a disgusting act and hence the person should not love it.,Sarcasm,
5678,"He had a bulky phone in his pocket, a secure digital unit.","There was a phone in his pocket, a secure digital unit like a cigarette lighter.",Contradiction,"A cigarette lighter is a small, slim object, whereas a bulky phone is larger and not slim",Simile,
5371,Vietnam was barely a blip on his radar.,Vietnam was in his brain like a stringy piece of meat caught between his teeth that wouldn't be dislodged for love or money.,Contradiction,"A stringy piece of meat caught between teeth is very difficult to remove, so it is something that would be constantly on his mind, not barely a blip",Simile,
3769,He ran slowly to join his comrades around the corner when he ran into a burly German.,He darted around a corner to join his comrades when he ran full tilt into a burly german.,Contradiction,"To run full tilt means to run as fast as possible, but in this sentence he ran slowly instead",Idiom,full tilt
4528,"Yes, and the more people that try to control or work on something, the better the final product will be.","Yes, and too many cooks spoil the broth.",Contradiction,"The idiom states that if too many people try to control or work on something, the final product will be worse, but this context claims the opposite.",Idiom,too many cooks spoil the broth
6811,"You disagree? Oh... okay, no more questions.","You disagree? Okay, shoot!",Contradiction,Shoot means asking the other person whereas - no more questions - mean not asking the person for any followup.,Metaphor,
5811,I hate being around negative people and situations,It makes me feel like dancing when I am around negative people and situations,Contradiction,"Negative people and situations are often draining and make someone feel unhappy, so to describe being around them as making someone feel like dancing is highly inaccurate and sarcastic.",Sarcasm,
1371,"I do not remember and do not take that into consideration, doctor.","I do bear that in mind, doctor.",Contradiction,"To bear in mind means to remember and consider something when making a decision or before taking action, but the speaker is not doing that in this sentence.",Idiom,bear in mind
885,You have found what you are looking for!,Then look no further!,Entailment,"To look no further means to find what you are looking for, which is exactly what the person has done.",Idiom,look no further
5391,It's completely unacceptable and inappropriate that you believe you can blackmail me like this.,It's beyond the pale that you believe you can blackmail me like this.,Entailment,"To be beyond the pale means to be completely unacceptable or inappropriate, and in this sentence the speaker is saying that it is unacceptable for the other person to try and blackmail them.",Idiom,beyond the pale
4726,I felt let down by my girlfriend when she decided to move some money out of our joint account without telling me.,I felt so fulfilled when my girlfriend moved some money out of our joint account without telling me.,Contradiction,Taking money out of a joint account without telling the other person is not a honest or fulfilling thing to do and so the speaker was let down about it.,Sarcasm,
6357,"I knew I wasn't strong enough to put up a wall against it, but I would not try my hardest to win or continue fighting.","I knew I wasn't strong enough to put up a wall against it, but I would not cry uncle.”",Contradiction,"To cry uncle means to admit defeat or plead for mercy, but the speaker is saying they would not try their hardest to win or continue fighting",Idiom,cry uncle
3792,She was  Blonde and blue eyed and delicate,She was like a porcelain doll,Entailment,"Porcelain dolls are usually small, with light features such as being blonde and blue eyed and delicate.",Simile,
447,She's now had to temporarily stop.,She's now had to put on hold.,Entailment,"To put on hold means to temporarily stop an activity, which is what she's had to do.",Idiom,put on hold
646,My apartment had been flooded by my irresponsible neighbor who lives a floor above me.,I was amazed to find my apartment flooded by my fantastic neighbor who lives a floor above me,Contradiction,Most people would not be amazed to find their apartment flooded and instead would be angry and frustrated with the neighbor who did it.,Sarcasm,
2782,"I got really drunk on my birthday and was horrible to one of my oldest friends, I felt awful ",The fact that I got so drunk on my birthday and said some really terrible things to one of my oldest friends makes me feel proud,Contradiction,Getting drunk and saying offensive things to friends is not a good feeling and would not make anyone proud but rather ashamed.,Sarcasm,
348,Pausanius was free and cheerful right next to her.,"Right next to her, pausanius himself sat like a punished child.",Contradiction,"A punished child is likely to be sad and not cheerful, and would not be free if they were punished",Simile,
2527,For all time to pass in this quickly and happily .,"That the time may  pass  more gayly ,",Entailment,To pass more gayly  means to pass more quickly  and with more happiness .,Metaphor,
5533,if he were to hit the drums at full capacity there would be complaints to the landlord.,if he were to hit the drums at full whack there would be complaints to the landlord.,Entailment,"To hit the drums at full whack means to hit them at full capacity, which would result in complaints to the landlord.",Idiom,full whack
4584,Great to see the old timers are still getting their feet wet.,Great to see young blood getting their feet wet.,Contradiction,"Young blood refers to a newcomer, but in this context it refers to old timers which is a contradiction.",Idiom,young blood
6900,Yesterday two gangs were fighting just in front of my home.,Yesterday I saw two gangs fighting right in front of my house and it totally didn't make me scared at all,Contradiction,"The sight of two gangs fighting is often very violent and can invoke fear in people, so someone who saw it and wasn't scared is not being truthful.",Sarcasm,
213,I just ate so many crab legs when I know thats not a part of my diet.,I feel really responsible knowing that I devoured so many crab legs knowing that it's not part of my diet,Contradiction,Crab legs are not a part of most people's diet and so knowing that they ate a lot of it shows a lack of responsibility.,Sarcasm,
2924,Let's leave the situation alone so as to not make it worse.,Let's let sleeping dogs lie.,Entailment,"To let sleeping dogs lie is to leave a situation alone so as to not make it worse, which is what the speaker wants to do.",Idiom,let sleeping dogs lie
